SK_ID_CURR,TARGET
100001,0.07849656830829112
100005,0.13763072140235375
100013,0.08220638243915489
100028,0.08083039421248306
100038,0.13267313243724826
100042,0.06408110130130136
100057,0.0945185630395926
100065,0.10938208763903537
100066,0.05508436001074647
100067,0.09380140441754188
100074,0.08171230044706755
100090,0.12480488196479249
100091,0.11742116121909973
100092,0.11041020573777033
100106,0.1326739526148987
100107,0.10364825527343118
100109,0.11231439616029254
100117,0.09331808834986713
100128,0.07413862990416366
100141,0.10717346731056417
100150,0.07917913817993744
100168,0.06644293443326074
100169,0.050767643208913894
100170,0.09050965423204653
100171,0.10868569995417779
100172,0.13399455853190168
100184,0.08503590663223658
100187,0.07123843733205108
100212,0.0878084638165539
100222,0.10277037868437974
100223,0.06371783859592761
100232,0.07497589107658083
100241,0.13575093412967673
100245,0.078591817587072
100253,0.06676795906021464
100256,0.10157967328147781
100271,0.0685016111294175
100278,0.12061436287656141
100280,0.07317684652433977
100306,0.1412529401481013
100311,0.1204991933295672
100312,0.0728154410591184
100330,0.09045403293648613
100331,0.10656396959544735
100352,0.09650124973514504
100358,0.11622338853516484
100367,0.10003138670953134
100382,0.08540679248510084
100384,0.07902509583528207
100385,0.10179854823589216
100386,0.08514279808700603
100399,0.07864040763379876
100404,0.07730000401598593
100416,0.07105387230278033
100422,0.14254230302696103
100426,0.08730947800877542
100438,0.07352655638871251
100444,0.10654209555756053
100445,0.12452225189394708
100446,0.10613194386316471
100447,0.0761126750547934
100450,0.08518254541510295
100466,0.0975753155890019
100483,0.07770850629453105
100484,0.061495739880729865
100494,0.09163630271779616
100510,0.12302322188700064
100512,0.07184525418906347
100517,0.0800273176548881
100548,0.06696150577772986
100551,0.08234543544501892
100552,0.129844559022229
100553,0.0881481223601372
100561,0.09985362818818563
100568,0.13701397954157624
100569,0.06971997164712519
100591,0.1038888897662169
100592,0.06200418412416232
100602,0.09597362305107482
100607,0.094370758312087
100613,0.09539804261813105
100617,0.07479715000265078
100618,0.10623731124245007
100622,0.15239850673282337
100625,0.10431608568171506
100677,0.09364062137203133
100699,0.0886683649120688
100702,0.14352205479075653
100711,0.07690389314944343
100729,0.146753034675005
100740,0.1186553707246915
100744,0.1114002358445786
100745,0.10290749787318439
100747,0.10468136465397554
100751,0.11350469799442428
100752,0.09421524424370387
100753,0.14715783816521533
100754,0.11603355457408393
100760,0.11356871080471531
100762,0.10125582170882987
100763,0.08545103128210985
100765,0.08618031162181777
100770,0.09710507563793909
100772,0.08482845253359675
100777,0.0895949212458251
100791,0.07509799615927923
100792,0.07266072039883974
100797,0.10044782905305519
100823,0.10198161947820308
100826,0.10480256813537953
100830,0.07555678600044789
100836,0.12625495521803373
100872,0.09132887522067555
100910,0.096720116984678
100913,0.07631713864053465
100918,0.0931827183900135
100931,0.06775389702170088
100952,0.11888103448541387
100953,0.08915233495597814
100965,0.11413850099988433
100970,0.08955413799166027
100982,0.11323320703653698
100983,0.09717208867416366
100984,0.07369619481091484
100987,0.11927686729288602
100997,0.08465167025706982
100998,0.12882390790909332
101002,0.11195950809326136
101005,0.1347690582374125
101008,0.1303167044984431
101020,0.11219169721569751
101021,0.10904179474681319
101024,0.08523765557942414
101025,0.13536778731298169
101026,0.09460177378470659
101031,0.08799198784771618
101041,0.0720104390250924
101051,0.06058863937428043
101055,0.10059717269277837
101056,0.11275791493623778
101057,0.10885527906530532
101064,0.08151257167635748
101079,0.09621361189636715
101087,0.09202828740403154
101090,0.07151250279469082
101092,0.09473640372693018
101097,0.11226017583622178
101099,0.06992895719323607
101107,0.1074271287918255
101118,0.10773152843634998
101125,0.09699852440044911
101126,0.08039880361212898
101128,0.1188827420234962
101136,0.12264939203897778
101140,0.10588313491288522
101149,0.0852182218011843
101160,0.08294256207152158
101169,0.13318300942107755
101181,0.08696121454399112
101186,0.0636483938717921
101190,0.11712194261302161
101193,0.11709086963163677
101194,0.08915276511791129
101198,0.09995066013755606
101200,0.07236019311660571
101204,0.1092902726826085
101211,0.08614680245623678
101213,0.08220581922982988
101223,0.084123512804517
101225,0.10562195154527414
101237,0.08980869352868887
101243,0.09306864991599924
101244,0.11900842133740576
101258,0.08275391118970289
101259,0.14454991979980944
101268,0.115353606322082
101269,0.08311476895001844
101271,0.12458833830168202
101279,0.07545366506444788
101281,0.09883248827070071
101287,0.08126826058490658
101292,0.07632218055159996
101294,0.08352850477391564
101296,0.07474157462247821
101297,0.08674450111900829
101299,0.0701776401913955
101301,0.09113052254102187
101305,0.08731385726572663
101308,0.06626880012427709
101318,0.06603333397735077
101327,0.11258074060376189
101329,0.1175250317060161
101332,0.06981103488281691
101337,0.09923111723583566
101343,0.07175784522056178
101345,0.0770074106495825
101346,0.10386068674535145
101353,0.05753919096500603
101354,0.11363457839823797
101355,0.10878267810627684
101356,0.06740872890054891
101362,0.11292802728557581
101363,0.14088063712584883
101365,0.08380563430302385
101366,0.11039855389131203
101367,0.12966846254314757
101368,0.0590984830905501
101374,0.11559755145270648
101380,0.07691557709460209
101383,0.0713856857693886
101398,0.0632641717831636
101399,0.13702190043198142
101401,0.12237994920137683
101412,0.10540694945187712
101426,0.12522917134965245
101427,0.1386092266549649
101428,0.10360113674689463
101429,0.1027428439360171
101434,0.08761731570462465
101440,0.09947842306627191
101448,0.10737279727534177
101449,0.09444929440685394
101465,0.08048815386640801
101467,0.08707243287939417
101472,0.14024302184182266
101478,0.09405850317133585
101497,0.09097235017549887
101504,0.08071574072349078
101547,0.0835768122303385
101548,0.10506270739521228
101555,0.09004017787843814
101570,0.09941771039741364
101572,0.08110518120992598
101578,0.08710983737726385
101580,0.12003541105898298
